region,age,age_group,gender,language,education,income,response
Lviv Oblast,32,25-34,male,ukrainian,secondary,<30000,stay
Dnipropetrovsk Oblast,55,55-64,female,russian,post-secondary,<30000,stay
Donetsk Oblast,45,45-54,male,russian,post-secondary,<30000,different
Odessa,55,55-64,female,russian,primary,<30000,flee
Kyiv City,43,35-44,male,ukrainian,bachelors,<30000,stay
Cherkasy Oblast,37,35-44,male,russian,post-secondary,<30000,stay
Vinnytsya Oblast,42,35-44,male,russian,secondary,<30000,different
Donetsk Oblast,28,25-34,male,russian,post-secondary,<30000,flee
Kyiv City,19,16-24,male,ukrainian,secondary,<30000,flee
Crimea,30,25-34,male,ukrainian,secondary,<30000,different
Sebastopol City,44,35-44,female,russian,bachelors,<30000,flee
Poltava Oblast,28,25-34,female,russian,post-secondary,<30000,different
Donetsk Oblast,98,65+,male,russian,post-secondary,<30000,different
Odessa,46,45-54,male,ukrainian,post-secondary,<30000,flee
Kyiv City,45,45-54,female,ukrainian,masters-or-higher,<30000,stay
Khmelnytskyi Oblast,18,16-24,female,ukrainian,post-secondary,<30000,flee
Luhansk,37,35-44,male,russian,post-secondary,<30000,different
Kherson Oblast,19,16-24,male,ukrainian,post-secondary,<30000,different
Vinnytsya Oblast,33,25-34,female,ukrainian,secondary,<30000,stay
Donetsk Oblast,40,35-44,male,russian,primary,<30000,flee
Ternopil Oblast,98,65+,female,russian,primary,<30000,different
Dnipropetrovsk Oblast,53,45-54,male,russian,masters-or-higher,<30000,stay
Dnipropetrovsk Oblast,58,55-64,female,russian,masters-or-higher,<30000,different
Kyiv City,98,65+,male,ukrainian,masters-or-higher,<30000,different
Kyiv City,26,25-34,female,russian,masters-or-higher,<30000,different
Zaporizhzhya Oblast,16,16-24,male,ukrainian,secondary,<30000,different
Donetsk Oblast,98,65+,male,russian,post-secondary,<30000,different
Odessa,22,16-24,male,russian,primary,<30000,stay
Crimea,30,25-34,male,russian,masters-or-higher,<30000,flee
Donetsk Oblast,18,16-24,male,russian,post-secondary,<30000,different
Transcarpathia,59,55-64,female,russian,post-secondary,<30000,stay
Zaporizhzhya Oblast,33,25-34,female,ukrainian,post-secondary,<30000,stay
Vinnytsya Oblast,16,16-24,female,ukrainian,post-secondary,<30000,different
Poltava Oblast,36,35-44,female,russian,post-secondary,<30000,stay
Crimea,25,25-34,female,russian,primary,<30000,flee
Zaporizhzhya Oblast,32,25-34,female,russian,primary,<30000,stay
Kyiv City,26,25-34,female,ukrainian,bachelors,<30000,stay
Vinnytsya Oblast,45,45-54,male,russian,masters-or-higher,<30000,stay
Donetsk Oblast,34,25-34,male,russian,primary,<30000,flee
Dnipropetrovsk Oblast,98,65+,female,russian,primary,<30000,different
Dnipropetrovsk Oblast,55,55-64,male,russian,post-secondary,<30000,stay
Crimea,59,55-64,male,russian,secondary,<30000,different
Dnipropetrovsk Oblast,59,55-64,male,russian,bachelors,<30000,different
Luhansk,37,35-44,female,russian,post-secondary,<30000,different
Vinnytsya Oblast,19,16-24,male,ukrainian,primary,<30000,flee
Transcarpathia,21,16-24,male,ukrainian,post-secondary,<30000,stay
Vinnytsya Oblast,42,35-44,female,ukrainian,masters-or-higher,<30000,stay
Odessa,30,25-34,female,ukrainian,masters-or-higher,<30000,flee
Lviv Oblast,19,16-24,male,ukrainian,secondary,<30000,flee
Donetsk Oblast,48,45-54,male,russian,post-secondary,<30000,stay
Crimea,19,16-24,male,russian,bachelors,<30000,different
Vinnytsya Oblast,18,16-24,female,ukrainian,primary,<30000,different
Kyiv City,50,45-54,male,russian,secondary,<30000,different
Vinnytsya Oblast,58,55-64,female,ukrainian,masters-or-higher,<30000,different
Lviv Oblast,36,35-44,male,ukrainian,masters-or-higher,<30000,stay
Poltava Oblast,47,45-54,male,russian,post-secondary,<30000,stay
Donetsk Oblast,34,25-34,male,russian,post-secondary,<30000,flee
Luhansk,20,16-24,female,russian,primary,<30000,different
Volyn,22,16-24,female,ukrainian,primary,<30000,different
Odessa,18,16-24,male,russian,primary,<30000,flee
Donetsk Oblast,32,25-34,male,russian,masters-or-higher,<30000,flee
Ivano-Frankivsk Oblast,22,16-24,male,russian,secondary,<30000,stay
Kyiv Oblast,26,25-34,male,ukrainian,bachelors,<30000,stay
Crimea,28,25-34,male,russian,masters-or-higher,<30000,flee
Kyiv Oblast,23,16-24,male,russian,post-secondary,<30000,different
Kyiv City,43,35-44,female,ukrainian,secondary,<30000,different
Dnipropetrovsk Oblast,33,25-34,male,ukrainian,post-secondary,<30000,different
Vinnytsya Oblast,27,25-34,female,russian,post-secondary,<30000,stay
Volyn,28,25-34,female,ukrainian,post-secondary,<30000,stay
Cherkasy Oblast,46,45-54,male,ukrainian,secondary,<30000,stay
Vinnytsya Oblast,20,16-24,male,ukrainian,secondary,<30000,different
Kyiv City,40,35-44,male,russian,secondary,<30000,flee
Zhytomyr,22,16-24,male,ukrainian,bachelors,<30000,different
Zaporizhzhya Oblast,43,35-44,female,ukrainian,masters-or-higher,<30000,stay
Vinnytsya Oblast,20,16-24,male,ukrainian,primary,<30000,flee
Kharkiv,34,25-34,male,russian,secondary,<30000,stay
Transcarpathia,18,16-24,male,russian,post-secondary,<30000,flee
Dnipropetrovsk Oblast,58,55-64,male,russian,post-secondary,<30000,stay
Odessa,50,45-54,female,russian,primary,<30000,different
Sumy,18,16-24,female,ukrainian,primary,<30000,stay
Odessa,20,16-24,female,ukrainian,secondary,<30000,different
Kyiv City,19,16-24,male,ukrainian,secondary,<30000,stay
Luhansk,28,25-34,female,russian,bachelors,<30000,different
Kyiv Oblast,23,16-24,male,ukrainian,secondary,<30000,different
Kyiv City,16,16-24,male,russian,primary,<30000,stay
Chernivtsi Oblast,31,25-34,female,ukrainian,masters-or-higher,<30000,different
Kirovohrad Oblast,24,16-24,female,russian,masters-or-higher,<30000,different
Transcarpathia,98,65+,female,ukrainian,secondary,<30000,different
Chernihiv,98,65+,female,ukrainian,bachelors,<30000,stay
Kirovohrad Oblast,38,35-44,male,russian,primary,<30000,flee
Donetsk Oblast,98,65+,male,ukrainian,bachelors,<30000,flee
Vinnytsya Oblast,44,35-44,male,ukrainian,secondary,<30000,stay
Kharkiv,98,65+,female,ukrainian,primary,<30000,different
Donetsk Oblast,16,16-24,male,russian,post-secondary,<30000,flee
Khmelnytskyi Oblast,63,55-64,female,ukrainian,masters-or-higher,<30000,stay
Kyiv City,33,25-34,male,russian,masters-or-higher,<30000,flee
Kyiv City,16,16-24,female,ukrainian,secondary,<30000,flee
Lviv Oblast,19,16-24,female,ukrainian,primary,<30000,flee
Dnipropetrovsk Oblast,23,16-24,female,ukrainian,post-secondary,<30000,stay
Zaporizhzhya Oblast,59,55-64,female,russian,post-secondary,<30000,different
Kyiv City,49,45-54,male,ukrainian,masters-or-higher,<30000,stay
Crimea,20,16-24,male,russian,secondary,<30000,stay
Odessa,98,65+,male,ukrainian,post-secondary,<30000,stay
Transcarpathia,50,45-54,male,russian,masters-or-higher,<30000,different
Kyiv City,98,65+,male,russian,masters-or-higher,<30000,stay
Lviv Oblast,49,45-54,male,ukrainian,post-secondary,<30000,stay
Kyiv City,16,16-24,male,ukrainian,secondary,<30000,stay
Kharkiv,33,25-34,female,ukrainian,masters-or-higher,<30000,flee
Kyiv Oblast,16,16-24,female,ukrainian,post-secondary,<30000,different
Kharkiv,18,16-24,male,russian,post-secondary,<30000,flee
Kyiv City,37,35-44,male,ukrainian,secondary,<30000,flee
Luhansk,16,16-24,male,russian,secondary,<30000,stay
Lviv Oblast,21,16-24,female,ukrainian,bachelors,<30000,flee
Kharkiv,47,45-54,male,russian,bachelors,<30000,stay
Crimea,21,16-24,female,russian,post-secondary,<30000,different
Poltava Oblast,39,35-44,male,ukrainian,post-secondary,<30000,stay
Kyiv City,34,25-34,male,russian,bachelors,<30000,different
Volyn,24,16-24,female,ukrainian,masters-or-higher,<30000,stay
Cherkasy Oblast,22,16-24,female,ukrainian,bachelors,<30000,stay
Kirovohrad Oblast,44,35-44,male,ukrainian,post-secondary,<30000,stay
Luhansk,25,25-34,male,russian,bachelors,<30000,flee
Kyiv City,98,65+,male,russian,masters-or-higher,<30000,different
Khmelnytskyi Oblast,18,16-24,female,russian,post-secondary,<30000,stay
Kyiv City,42,35-44,female,ukrainian,masters-or-higher,<30000,stay
Vinnytsya Oblast,31,25-34,male,ukrainian,primary,<30000,flee
Sumy,98,65+,male,russian,primary,<30000,different
Zaporizhzhya Oblast,38,35-44,male,russian,secondary,<30000,different
Sumy,49,45-54,male,ukrainian,post-secondary,<30000,stay
Lviv Oblast,34,25-34,male,ukrainian,secondary,<30000,stay
Cherkasy Oblast,18,16-24,male,ukrainian,secondary,<30000,different
Kirovohrad Oblast,53,45-54,male,russian,post-secondary,<30000,stay
Rivne,35,35-44,male,russian,masters-or-higher,<30000,flee
Dnipropetrovsk Oblast,16,16-24,male,ukrainian,bachelors,<30000,stay
Dnipropetrovsk Oblast,58,55-64,male,russian,post-secondary,<30000,different
Mykolayiv Oblast,47,45-54,male,ukrainian,masters-or-higher,<30000,stay
Chernivtsi Oblast,18,16-24,male,ukrainian,post-secondary,<30000,different
Donetsk Oblast,48,45-54,male,russian,secondary,<30000,stay
Vinnytsya Oblast,22,16-24,male,russian,secondary,<30000,flee
Kharkiv,62,55-64,male,ukrainian,masters-or-higher,<30000,stay
Donetsk Oblast,26,25-34,male,russian,secondary,<30000,different
Chernihiv,33,25-34,male,ukrainian,primary,<30000,stay
Odessa,32,25-34,male,russian,post-secondary,<30000,stay
Kyiv City,59,55-64,male,russian,post-secondary,<30000,flee
Kyiv City,30,25-34,female,ukrainian,bachelors,<30000,stay
Zhytomyr,98,65+,male,ukrainian,secondary,<30000,flee
Poltava Oblast,50,45-54,male,russian,masters-or-higher,<30000,stay
Vinnytsya Oblast,17,16-24,female,russian,secondary,<30000,different
Zhytomyr,20,16-24,male,ukrainian,secondary,<30000,stay
Rivne,38,35-44,male,ukrainian,bachelors,<30000,stay
Dnipropetrovsk Oblast,24,16-24,male,russian,masters-or-higher,<30000,stay
Vinnytsya Oblast,50,45-54,male,russian,bachelors,<30000,flee
Kyiv City,25,25-34,male,russian,primary,<30000,flee
Dnipropetrovsk Oblast,98,65+,female,russian,secondary,<30000,different
Odessa,98,65+,male,russian,post-secondary,<30000,flee
Mykolayiv Oblast,29,25-34,male,russian,secondary,<30000,stay
Donetsk Oblast,33,25-34,male,russian,secondary,<30000,different
Vinnytsya Oblast,23,16-24,female,ukrainian,post-secondary,<30000,flee
Cherkasy Oblast,19,16-24,female,ukrainian,bachelors,<30000,different
Kyiv City,34,25-34,female,ukrainian,masters-or-higher,<30000,stay
Transcarpathia,51,45-54,male,russian,post-secondary,<30000,different
Volyn,45,45-54,male,ukrainian,post-secondary,<30000,flee
Lviv Oblast,45,45-54,male,ukrainian,bachelors,<30000,stay
Poltava Oblast,98,65+,male,ukrainian,masters-or-higher,<30000,flee
Rivne,25,25-34,male,ukrainian,bachelors,<30000,stay
Cherkasy Oblast,49,45-54,female,ukrainian,post-secondary,<30000,stay
Dnipropetrovsk Oblast,30,25-34,female,russian,post-secondary,<30000,different
Dnipropetrovsk Oblast,49,45-54,male,russian,post-secondary,<30000,stay
Donetsk Oblast,21,16-24,male,russian,masters-or-higher,<30000,stay
Ivano-Frankivsk Oblast,17,16-24,female,ukrainian,secondary,<30000,flee
Lviv Oblast,22,16-24,female,ukrainian,masters-or-higher,<30000,different
Odessa,23,16-24,female,ukrainian,masters-or-higher,<30000,flee
Luhansk,57,55-64,male,ukrainian,primary,<30000,flee
Lviv Oblast,98,65+,female,ukrainian,primary,<30000,stay
Kyiv City,98,65+,male,russian,masters-or-higher,<30000,stay
Kyiv City,36,35-44,female,russian,post-secondary,<30000,flee
Odessa,35,35-44,male,russian,masters-or-higher,<30000,flee
Luhansk,37,35-44,male,ukrainian,secondary,<30000,stay
Rivne,46,45-54,male,russian,masters-or-higher,<30000,stay
Lviv Oblast,30,25-34,male,ukrainian,masters-or-higher,<30000,different
Lviv Oblast,35,35-44,male,russian,primary,<30000,flee
Odessa,18,16-24,female,ukrainian,post-secondary,<30000,different
Rivne,31,25-34,male,ukrainian,masters-or-higher,<30000,stay
Chernihiv,42,35-44,male,ukrainian,bachelors,<30000,different
Zaporizhzhya Oblast,55,55-64,female,russian,masters-or-higher,<30000,stay
Dnipropetrovsk Oblast,26,25-34,male,russian,primary,<30000,stay
Odessa,36,35-44,male,russian,post-secondary,<30000,flee
Dnipropetrovsk Oblast,28,25-34,male,russian,secondary,<30000,stay
Kharkiv,45,45-54,female,ukrainian,masters-or-higher,<30000,stay
Kyiv City,19,16-24,female,russian,secondary,<30000,flee
Kyiv City,16,16-24,male,ukrainian,primary,<30000,stay
Volyn,31,25-34,female,ukrainian,masters-or-higher,<30000,stay
Kyiv City,49,45-54,male,ukrainian,post-secondary,<30000,stay
Cherkasy Oblast,18,16-24,male,russian,primary,<30000,flee
Chernivtsi Oblast,22,16-24,male,ukrainian,post-secondary,<30000,stay
Vinnytsya Oblast,98,65+,male,ukrainian,masters-or-higher,<30000,flee
Vinnytsya Oblast,47,45-54,male,ukrainian,masters-or-higher,<30000,flee
Rivne,55,55-64,female,russian,post-secondary,<30000,stay
Kherson Oblast,31,25-34,male,ukrainian,bachelors,<30000,stay
Vinnytsya Oblast,35,35-44,female,ukrainian,masters-or-higher,<30000,different
Dnipropetrovsk Oblast,39,35-44,female,russian,post-secondary,<30000,different
Dnipropetrovsk Oblast,16,16-24,male,ukrainian,primary,<30000,flee
Crimea,27,25-34,male,russian,bachelors,<30000,stay
Crimea,34,25-34,male,russian,masters-or-higher,<30000,different
Odessa,51,45-54,male,ukrainian,masters-or-higher,<30000,different
Odessa,18,16-24,female,ukrainian,post-secondary,<30000,different
Sumy,24,16-24,female,ukrainian,primary,<30000,different
Odessa,35,35-44,male,russian,bachelors,<30000,different
Rivne,24,16-24,male,ukrainian,post-secondary,<30000,stay
Poltava Oblast,98,65+,female,ukrainian,masters-or-higher,<30000,different
Rivne,48,45-54,female,ukrainian,masters-or-higher,<30000,stay
Zaporizhzhya Oblast,98,65+,female,ukrainian,post-secondary,<30000,flee
Odessa,29,25-34,female,ukrainian,masters-or-higher,<30000,stay
Cherkasy Oblast,35,35-44,male,ukrainian,primary,<30000,stay
Volyn,45,45-54,male,russian,masters-or-higher,<30000,flee
Kyiv Oblast,98,65+,female,russian,secondary,<30000,stay
Kyiv City,37,35-44,male,russian,secondary,<30000,stay
Kyiv Oblast,17,16-24,male,russian,primary,<30000,flee
Ivano-Frankivsk Oblast,35,35-44,male,ukrainian,primary,<30000,flee
Kyiv City,22,16-24,male,ukrainian,bachelors,<30000,different
Odessa,53,45-54,male,russian,secondary,<30000,different
Crimea,18,16-24,male,russian,primary,<30000,flee
Kyiv City,38,35-44,male,russian,post-secondary,<30000,stay
Donetsk Oblast,28,25-34,female,russian,post-secondary,<30000,different
Crimea,33,25-34,male,russian,bachelors,<30000,flee
Kyiv City,38,35-44,female,russian,primary,<30000,different
Crimea,98,65+,male,russian,bachelors,<30000,flee
Chernivtsi Oblast,27,25-34,female,ukrainian,masters-or-higher,<30000,different
Vinnytsya Oblast,39,35-44,male,ukrainian,bachelors,<30000,stay
Vinnytsya Oblast,27,25-34,female,ukrainian,masters-or-higher,<30000,stay
Mykolayiv Oblast,52,45-54,male,ukrainian,primary,<30000,stay
Kyiv City,27,25-34,female,ukrainian,masters-or-higher,<30000,stay
Poltava Oblast,35,35-44,male,russian,secondary,<30000,flee
Poltava Oblast,24,16-24,male,ukrainian,masters-or-higher,<30000,flee
Chernivtsi Oblast,22,16-24,female,ukrainian,bachelors,<30000,flee
Kyiv City,26,25-34,male,ukrainian,masters-or-higher,<30000,stay
Kyiv City,27,25-34,male,russian,bachelors,<30000,different
Kyiv City,34,25-34,male,russian,post-secondary,<30000,stay
Odessa,98,65+,male,ukrainian,bachelors,<30000,flee
Sumy,55,55-64,male,ukrainian,masters-or-higher,<30000,stay
Chernihiv,22,16-24,female,ukrainian,secondary,<30000,flee
Vinnytsya Oblast,35,35-44,female,russian,secondary,<30000,different
Khmelnytskyi Oblast,23,16-24,male,ukrainian,primary,<30000,stay
Kyiv City,37,35-44,male,russian,secondary,<30000,different
Lviv Oblast,24,16-24,male,ukrainian,secondary,<30000,stay
Kyiv City,37,35-44,male,russian,secondary,<30000,flee
Odessa,19,16-24,male,ukrainian,bachelors,<30000,stay
Dnipropetrovsk Oblast,64,55-64,female,ukrainian,primary,<30000,flee
Dnipropetrovsk Oblast,64,55-64,female,ukrainian,masters-or-higher,<30000,flee
Kyiv City,39,35-44,male,ukrainian,post-secondary,<30000,flee
Kyiv City,18,16-24,male,ukrainian,post-secondary,<30000,stay
Kherson Oblast,23,16-24,male,ukrainian,post-secondary,<30000,stay
Cherkasy Oblast,36,35-44,male,ukrainian,bachelors,<30000,flee
Lviv Oblast,28,25-34,female,ukrainian,bachelors,<30000,flee
Lviv Oblast,32,25-34,male,ukrainian,bachelors,<30000,stay
Cherkasy Oblast,34,25-34,male,ukrainian,post-secondary,<30000,stay
Kyiv Oblast,20,16-24,female,ukrainian,secondary,<30000,different
Kyiv City,37,35-44,male,ukrainian,primary,<30000,different
Kherson Oblast,24,16-24,female,russian,post-secondary,<30000,flee
Dnipropetrovsk Oblast,23,16-24,male,ukrainian,masters-or-higher,<30000,stay
Volyn,16,16-24,male,russian,secondary,<30000,flee
Rivne,22,16-24,male,ukrainian,secondary,<30000,stay
Zhytomyr,18,16-24,male,russian,post-secondary,<30000,stay
Dnipropetrovsk Oblast,20,16-24,female,russian,bachelors,<30000,different
Zaporizhzhya Oblast,36,35-44,male,ukrainian,primary,<30000,flee
Khmelnytskyi Oblast,18,16-24,male,ukrainian,bachelors,<30000,flee
Rivne,35,35-44,male,ukrainian,masters-or-higher,<30000,stay
Dnipropetrovsk Oblast,98,65+,male,russian,masters-or-higher,<30000,stay
Donetsk Oblast,18,16-24,male,ukrainian,post-secondary,<30000,flee
Kharkiv,52,45-54,male,russian,masters-or-higher,<30000,stay
Kyiv City,46,45-54,male,ukrainian,secondary,<30000,different
Zaporizhzhya Oblast,44,35-44,male,ukrainian,masters-or-higher,<30000,stay
Zaporizhzhya Oblast,44,35-44,male,russian,post-secondary,<30000,different
Kyiv City,47,45-54,female,russian,bachelors,<30000,stay
Cherkasy Oblast,23,16-24,male,ukrainian,bachelors,<30000,flee
Chernivtsi Oblast,20,16-24,male,ukrainian,bachelors,<30000,flee
Kyiv City,45,45-54,male,ukrainian,bachelors,<30000,flee
Kyiv City,45,45-54,male,ukrainian,masters-or-higher,<30000,different
Poltava Oblast,34,25-34,male,ukrainian,masters-or-higher,<30000,stay
Kyiv City,20,16-24,female,ukrainian,bachelors,<30000,stay
Kyiv City,39,35-44,male,ukrainian,post-secondary,<30000,flee
Odessa,20,16-24,female,ukrainian,bachelors,<30000,stay
Kirovohrad Oblast,38,35-44,female,russian,secondary,<30000,flee
Vinnytsya Oblast,24,16-24,male,ukrainian,post-secondary,<30000,stay
Dnipropetrovsk Oblast,18,16-24,female,ukrainian,secondary,<30000,flee
Transcarpathia,17,16-24,female,ukrainian,post-secondary,<30000,stay
Khmelnytskyi Oblast,21,16-24,male,ukrainian,bachelors,<30000,stay
Dnipropetrovsk Oblast,25,25-34,female,russian,primary,<30000,flee
Rivne,36,35-44,female,ukrainian,post-secondary,<30000,stay
Vinnytsya Oblast,18,16-24,female,ukrainian,post-secondary,<30000,stay
Ivano-Frankivsk Oblast,22,16-24,female,ukrainian,masters-or-higher,<30000,flee
Vinnytsya Oblast,18,16-24,female,ukrainian,bachelors,<30000,stay
Vinnytsya Oblast,16,16-24,female,ukrainian,secondary,<30000,stay
Vinnytsya Oblast,40,35-44,female,ukrainian,bachelors,<30000,different
Dnipropetrovsk Oblast,18,16-24,female,russian,secondary,<30000,flee
Lviv Oblast,19,16-24,male,ukrainian,bachelors,<30000,different
Odessa,30,25-34,male,ukrainian,secondary,<30000,flee
Dnipropetrovsk Oblast,20,16-24,female,ukrainian,masters-or-higher,<30000,different
Poltava Oblast,19,16-24,male,ukrainian,secondary,<30000,stay
Sumy,25,25-34,male,russian,masters-or-higher,<30000,flee
Kyiv City,18,16-24,male,ukrainian,secondary,<30000,stay
Vinnytsya Oblast,18,16-24,female,ukrainian,secondary,<30000,stay
Dnipropetrovsk Oblast,39,35-44,male,russian,post-secondary,<30000,different
Zhytomyr,24,16-24,male,ukrainian,bachelors,<30000,flee
Lviv Oblast,26,25-34,female,ukrainian,masters-or-higher,<30000,stay
Kyiv City,52,45-54,male,russian,post-secondary,<30000,different
